tweet,categoria
RT @senacyt: El @biomuseo participa en el Encuentro de Experiencias de Aula con el Taller Docentes: Agentes de Cambio https://t.co/iW9A2Lst…,docentes
Inicia el Programa de Desarrollo Profesional para docentes ganadores del Concurso 2016 @NewTeacherCtr @FIU @tvnnoticias @TReporta @senacyt https://t.co/QCA4Rn9p0D,docentes
Estamos en @FIU con las facilitadoras - Programa de Desarrollo Profesional @NewTeacherCtr @CGonzalezIvette #TomasitaVillarreal #Premios2016 https://t.co/mKnWStMKjh,docentes
"RT @ExcelenciaPma: ""El impacto que los docentes tienen en sus alumnos va más alla de sus aulas"" nos indica la Dra.@EmiVegasV @UNIVERSIDAD_…",docentes
RT @GGuerrel: Tenemos que reforzar la capacitación y desarrollo de la formación del docente que es un pilar clave en las aulas... #CaminoAL…,docentes
"RT @ecotvpanama: ""Si invertimos dinero en el perfeccionamiento docente podemos obtener resultados mejores que inversión en infraestructura""…",docentes
RT @Meduca_Panama: La Dirección de Perfeccionamiento capacitará a directores y docentes de 200 centros educativos en las áreas donde sus es…,docentes
RT @ensenaxpanama: En @ensenaxpanama apoyamos la excelencia educativa ¡El futuro del país se define en las aulas! https://t.co/bguQHktg1F,docentes
Los maestros analizan en grupo las dificultades que hay que superar en el salón de clases para la enseñanza de la ciencia. https://t.co/Qri0Yd22tj,docentes
"RT @Debate_Abierto: ""Para que el docente mejore su pedagogía, necesitamos de la influencia de universidades de altos estándares"", Francisco…",docentes
"RT @Debate_Abierto: “Resaltamos las prácticas del docente en el aula, las metodologías que usan para que los estudiantes aprendan”. Gina Ga…",docentes
"RT @sertvnoticias: “Aprende al máximo incluye lectura, matemáticas, ciencias y está focalizado a las escuelas primarias”. Min.@paredm05 de…",docentes
RT @tvnnoticias: #Nacionales: @Meduca_Panama inicia evaluación del programa Panamá Bilingüe. Más en https://t.co/7w0x9IK3yd https://t.co/W0…,docentes
RT @EvelioDCarrizo: Lanzamiento del Proyecto Aprende Al Máximo trabajando por la @ExcelenciaPma desde Llano Bonito Chitré. @Meduca_Panama @…,docentes
"En #Panamá formación docente es la menos importante: más vale formar abogados, ingenieros administrativos, médicos,que maestros o profesores",docentes
"""En Panamá se lleva a cabo el programa Smart School, donde le aportamos el apoyo en recursos materiales, capacitación y formación para que los maestros enseñen a los estudiantes en ambientes interactivos"" @NicoleOrillac de Samsung",docentes
"Hoy @AmpymePanama culmino la formacion docentes en Educacion y Cultura Emprendedora con el Taller ""Emprendiendo desde el Aula"", con maestros de todo el país, brindandoles estratebias y herramientas prácticas de formación en emprendimiento. @Meduca_Panama #CulturaEmprendedora",docentes
"Entonces xq la educación oficial es tan deficiente si maestros son ""idóneos""? Mala formación rinde malos resultados",docentes
"@Meduca_Panama: Inicia Conferencia ""Tendencia global en formación de maestros"" con Mgtra. Nathalia Khayat de Brazil",docentes
"Marcela Paredes @Meduca_Panama: Este año completaremos 1750 maestros y profesores, es un año de formación de docentes #ECO360",docentes
Panamá intenta mejorar su modelo de formación de maestros y profesores vía @EstrellaOnline http://laestrella.com.pa/p/23843198,docentes
Preparando materiales para jornadas de seguimiento de formación de profesores con Ministerio de Educación de Panamá,docentes
"@KC_Panama nos enorgullece apoyar a #PanamaBilingue realizando programas anuales de formación y desarrollo professional a profesores de inglés de escuelas públicas, lo que forma parte de nuestro compromiso con Panamá @Meduca_Panama @CancilleriaPma @UKinPanama #EducationIsGREAT",docentes
"La Embajada de Francia, el @IFACAmcent , el @Meduca_Panama y @AlianzaFrPanama organizaron una formación destinada a los profesores de francés de los centros educativos oficiales y particulares",docentes
“@FormacionyTics:La formación de los profesores:pasado vs presente #education: ' http://ow.ly/Kmzis ” @Meduca_Panama @PrealEd @reduca_al,docentes
"La #UAH firma convenio con Universidad Panamá para fomento #investigación, formación y movilidad profesores y alumnos http://ow.ly/rSPNz",docentes
Otra historia de éxito gracias a Fundación Telefónica #Educación #Becas @FTelefonicaPA #Panamá http://www.critica.com.pa/notas/1781739,docentes
Inicia Taller de Adiestramiento en Dos Plataformas Robóticas para Maestros de Escuelas Primarias en 10 Distritos de la Provincia de Veraguas,docentes
La Dra. Viviana Morales @UNACHIpanama expone sobre el taller Los Colores de la Ciencia para maestros de grado @Meduca_Panama @senacyt,docentes
Equipo de la AMPYME y @Meduca_Panama realizan taller de capacitación a profesores de centros escolares escogidos para la implementación del proyecto “Emprendiendo desde el aula” durante esta semana de receso escolar. pic.twitter.com/h86NoFqe6i,docentes
http://scienceindex.com  La operacionalización del desarrollo profesional de los docentes en Panamá entre las... http://dlvr.it/3bWyDh,docentes
Docentes de #Chiriqui participan en seminario de Desarrollo Profesional del Programa Hagamos Ciencia @senacyt @Meduca_Panama @UNACHIpanama,docentes
FGLG presentó su Diplomado 2019: Fundamentos para una educación eficiente en el idioma inglés dirigido a los maestros permanentes con 3 a 20 años de servicio que imparten la asignatura inglés. Gracias a la Dirección Nacional de Perfeccionamiento del @Meduca_Panama por el aval.,docentes
"Crear la Nueva Facultad de Educación de la Universidad de Panamá, garantiza un perfeccionamiento en nuestros docentes #UniendoFuerzas #NitoPresidente",docentes
La Dirección de Perfeccionamiento @Meduca_Panama capacitará a directores y docentes de 200 centros educativos en las áreas donde sus estudiantes mostraron resultados por debajo del promedio en las pruebas del Concurso 2017,docentes
"#PolíticasDocentes2018 En estos momentos Tania de Gordón, Directora Nacional de Perfeccionamiento Docente, de Minetrrio de Educación de Panamá expone resultados de políticas docentes de su país.",docentes
"El @Meduca_Panama a través de la Dirección Nacional de Formación y Perfeccionamiento profesional, inició este lunes 22 de enero, las capacitaciones de verano 2018 para docentes en todo el país, en la Universidad Latina de Panamá.",docentes
"""He sido muy claro con la evaluación del sistema, no es sólo evaluar a los docentes para tener un instituto de perfeccionamiento docente que no existe en Panamá"", @NitoCortizo #PanamaDebaTE",docentes
"Mas de 120 docentes distribuidos en seis grupos, a nivel Nacional, inician hoy el Segundo Curso Virtual de “Herramientas Didácticas “ en la Plataforma Educa Panamá de Meduca, organizados por el equipo de la Dirección de Perfeccionamiento y Portal Educativo. @DnfppMeduca",docentes
"Con miras garantizar la formación y el perfeccionamiento profesional de los docentes del @IPHEinclusivo y el @Meduca_Panama , inició a nivel nacional las jornadas de capacitación de verano para los educadores y personal técnico. @mgv2205 @PresidenciaPma @PrimeraDamaPma @Senniaf",docentes
Retweeted IPHE Panamá (@IPHEinclusivo): Capacitan a docentes en perfeccionamiento para la atención de...,docentes
Hoy los docentes del taller de perfeccionamiento aprenden sobre nuestro patrimonio y cómo cuidarlo. @KiwanisPma @Meduca_Panama Panamá Viejo es de todos #500Años,docentes
Los docentes de nuestro taller de perfeccionamiento acompañados de @MLineroBaroni conocen la arqueología del sitio. @Meduca_Panama @KiwanisPma,docentes
"Panamá: Denuncian que Molinar cerró comisión de apoyo a docentes http://bit.ly/19XCPZr  , RT",docentes
"A ver que tipos de Seminarios van a impartir, en verano muchos de los seminarios organizados por la Dirección Nacional de Perfeccionamiento no llenan las expectativas de los docentes. A parte de que son insuficientes para cubrir la gran cantidad de los docentes.",docentes
Agradecimientos a @UNIVERSIDAD_PMA Universidad de Panamá por el acompañamiento pedagógico e investigativo permanente a la labor de cambio social de @FccPty,docentes
@IPHEinclusivo y @Meduca_Panama accionan acompañamiento pedagógico https://youtu.be/tBmLinoO40Q  @mgv2205 @udelasoficial @SenadisInfo @caspanpty,docentes
"Siempre que mantengan constante supervisión a los maestros de inglés en las escuelas, puede haber un gran % de éxito. Sigue...",docentes
Es que los profesores en la @UNIVERSIDAD_PMA no tienen supervisión y hacen lo que les da la gana. Faltan demasiado a clase y nadie sabe a donde quejarse...anarquía total y nadie pone orden.,docentes
"Retweeted MeducaPanama (@Meduca_Panama): ""Vamos a mejorar la supervisión y la evaluación docente en las Escuelas"" Ministra Marcela Paredes",docentes
"Formación de Inspectores en Panamá, para la supervisión docente en escuelas inclusivas. Objetivo: mejora de la calidad educativa. Ahí estaremos muy pronto!",docentes
"RT @ApanacPanama: Estimados Socios"" Asamblea General de APANAC, este miércoles 17 de julio a las 7pm Salón Stagg del Club Unión. Se present…",otros
"Ministro Encargado Cosme Moreno, participa en el Acto de Clausura del Programa de Seguridad Alimentaria y Nutricional (SAN2019), en Quebrada de Piedra en Tolé , Chiriquí. https://t.co/4JwEkX4YeQ",otros
"Dr. Jaime Sánchez del Hospital Santo Tomás en seminario de el CIDETE de Bocas del Toro, agradece a la UP por la utilizacion de los equipos de simulación y las facilidades de este centro. https://t.co/Waj0kGmNDP",otros
"El Ing. Agrónomo y productor de arroz, Acher Melamed compartió sus experiencias en el proceso del cultivo del arroz. https://t.co/Sq8t1Iezwq",otros
"RT @CulturaArtePTY: Calendario de Actividades. Hasta el Domingo 27 de Mayo, 2018. BioMuseo https://t.co/as1ZjjHfNn",otros
"RT @JC_Varela: Nuestras sinceras condolencias a los familiares y amigos del excampeón mundial de boxeo Eusebio Pedroza, quien con disciplin…",otros
RT @ANTAI_Panama: Informe de Evaluación de Monitoreo Febrero 2019 https://t.co/M1mAos05Na https://t.co/YEnq1XxOMW,otros
El Gobierno del Presidente @JC_Varela ejecuta una inversión de $146.89 millones en la construcción y rehabilitación de 196.55 km de carreteras y caminos en la comarca Ngäbe Buglé. #PanamáCumplimos #ComarcaCumplimos https://t.co/7lHS0Vv9so,otros
"RT @RusiaGonzalez: La experiencia es completa... cargar el tanque de oxígeno, casco, lentes y manguera. @MRUPanama @UNIVERSIDAD_PMA https:/…",otros
#LEPCultura Advierten sobre una vulnerabilidad crítica en Firefox que está siendo explotada por atacantes https://t.co/snehmNfd0M https://t.co/LqtEBVjMhV,otros
RT @pmaenlinea: Conoce cuáles son los trámites del Departamento de Registro de Derecho de Autor @MICIPMA que puedes tramitar en línea su so…,otros
Unidades de la Policía Nacional pusieron a órdenes del Ministerio Público a un ciudadano que fue captado en video agrediendo a una dama en Bocas del Toro. #TReporta @ProtegeryServir https://t.co/48YtqTyMZy,otros
"Con la puesta en marcha de la #NuevaTerminal2, el Aeropuerto Internacional de Tocumen aumentará a un total de 54 posiciones de contacto de aeronaves y 12 posiciones remotas entre ambas terminales. #PanamáCumplimos https://t.co/AUeg8sIG0o",otros
#LEPOpinión La verdad se abre paso https://t.co/x4Q0xcqDSD https://t.co/Vm21X5BXbi,otros
#NoticiasTVN @MareaVerde_PA informó que se le han hecho adecuaciones a la barrera ecológica para así evitar que más basura llegue al mar. https://t.co/vOUaH1JGuD,otros
RT @AsepPanama: Gestiona tu reclamo ante prestadores y en nuestra entidad al seguir estas indicaciones,otros
"RT @poeta_pueblo: Oro pana Panamá, felicitaciones campeones a pesar de su discapacidad han traído mucha gloria para Panamá. https://t.co/BV…",otros
SENADISPMA : Directora de la SENADIS comparte con funcionarios ... https://t.co/zM0NiJRmwm,otros
"RT @JC_Varela: El aumento de producción de drogas fortalece el narcotráfico y el crimen organizado, este hecho está incidiendo negativament…",otros
RT @JC_Varela: El nuevo Puente sobre el Río Caldera en Boquete ya muestra más de 90% de avance,otros
RT @JC_Varela: Nuestro reconocimiento a todos los hombres y mujeres que día a día se esfuerzan para llevar su mejor producto a los hogares…,otros
"¡Te invitamos este fin de semana 13 y 14 de oct. al evento “Los gustos del chocolate������” ������El sábado 13 de 11:30am a 6:00pm en @altaplazamall ,y domingo 14 en La Siesta de Tocumen (Complejo Cultural y Deportivo de la Alcaldía de Panamá) en el mismo horario. #LaCienciaestaenTodo https://t.co/YfavF0JX2Z",otros
"Inscríbete en el 11º Congreso Latinoamericano de Clusters de la Red TCI, con el tema “Liderazgo para la innovación y competitividad de América Latina: Estrategias de desarrollo territorial basadas en clusters”. Del 21 al 23 de noviembre #11clac2018 https://t.co/CSDQXQUvLn https://t.co/v1vCXFfpUe",otros
"RT @alexschjelderup: Hoy miercoles, tercera pelicula del ciclo de cine de Ciencia Ficcion. Spike Jonze dirige a Joaquin Phoenix, perdidamen…",otros
"RT @FuckUpNightsPTY: Evento paralelo de @ForoCILAC : @FuckUpNightsPTY en el salón 102 de @CiudaddelSaber
#FUNPTY43 https://t.co/GzBZRjodMK",otros
"El Foro contará con más de 100 actividades centrales que se desarrollarán en el Wyndham Albrook y más de 20 eventos paralelos a realizarse en Ciudad del Saber. ������
¿Te interesa participar en los eventos paralelos? Conocé la lista completa en: https://t.co/Q35A5qUbVj https://t.co/5ihbxG8yPf",otros
"#LEWPSalud #Cannabis , el camino a vivir sin dolor https://t.co/4oecyGIpe3 https://t.co/Z9dIJtFRoB",otros
RT @linaresfulo: 6 años de cárcel por tener $126 en marihuana,otros
RT @angieflorez_: Participando de acciones positivas para jovenes refugiados @DefensoriaPan @aspadepanama @AJuventudpa #ConLosRefugiados…,otros
RT @canaldepanama: ¿Sabías que el agua dulce líquida del planeta es una cantidad muy pequeña? El agua es un tesoro y hay que protegerlo. ht…,otros
RT @UNESCO_es: Hoy se cumplen 113 años del nacimiento de Pablo Neruda. Recordemos la originalidad de una voz única e irrepetible https://t.…,otros
"""Como católico, me da pena que las mujeres sean las que patrocinen las roscas en las instituciones""",otros
DG @donderisja entrega reconocimiento a los maestros instructores de la Academia de Formación de @Sinaproc_Panama,otros
"#SigueA @maruhealthy Formación de Maestros de #Kundalini Yoga en Panamá, más información… https://www.instagram.com/p/BDQ_N9zsgrJ/",otros
Felicitamos a todos los maestros de Panamá en su día.Gracias por su entrega en la formación de las generaciones futuras,otros
"#PANAMA muy pronto tendremos las 50 hrs de Yin Yoga, certificación para profesores de yoga que quieran continuar su formación #Yogapty #yoga Panamá #Panamayoga #yoga507",otros
"El comité organizador del III Encuentro Latinoamericano de Música Coral, anuncia al Mtro. Javier Busto Sagrado (España) Taller Interpretación Coral. ELAMCO 21 al 25 de octubre del 2019, en Ciudad de Panamá",otros
En las organizaciones hay muchos #expertos  y pocos #maestros. Taller: Los Constructores @Edwinjaenjaen #TalleresNavega #Panama ,otros
Gracias a @Meduca_Panama por el apoyo a que los maestros de educación media sean divulgadores de las estrategias de prevencion y estilos de vida saludable. Abordar los determinantes sociales de la salud es importante.,otros
Siempre dispuestos a contribuir con la educación hacemos traslados de maestros en áreas de difícil acceso/Aeronave AN-143 en las montañas de la Comarca Ngäbe-Buglé aterriza según plan de vuelo y brinda apoyo. @Meduca_Panama,otros
Traslado de maestros en apoyo @Meduca_Panama comunidades La Trinchera y Mayo/Comarca Ngäbe Buglé/Rambala/AN-134/en alianza con la educación.,otros
Algunos comentarios de Los participantes e nuestro taller Lectura y escritura Creativa #Maracaibo #venezuela #maestras #maestros #docentes #educacion #miami #Houston #Chile #Panamá,otros
RT @MelyWongSagel: Inicia el Concurso por la Excelencia Educativa @ExcelenciaPma #HablemosDeEducacionPma #AliadosXLaNiñezYAdolescencia #som…,actividades educativas
"RT @drpichel: Una buena semana: Concurso de Oratoria, Excelencia Educativa y Heroes por Panama... Parece que queda alguna esperanza...",actividades educativas
Conjunto Folklórico del CRUCOCLE y el instructor Francisco de León. En segundo mes de prácticas y la coordinadora de cultura María Inés Sánchez. Todo con el apoyo del Dr. Eduardo Flores Castro. @eflorescastro https://t.co/AegKBFFGNy,actividades educativas
En la #OliPaCe los estudiantes tuvieron la oportunidad de forman equipos y poner en práctica sus estrategias y distribución de roles en el taller de robótica. https://t.co/ZTV3wz4RsN,actividades educativas
Biomuseo y la Universidad ISAE firmaron un  acuerdo para la realización de prácticas profesionales y labor social. https://t.co/48gl3xvSKX,actividades educativas
"RT @Debate_Abierto: ""Panamá está mejorando en la educación, el Concurso por la Excelencia Educativa nos está ayudando"", Argelia Ríos. #Deba…",actividades educativas
Concurso de oratoria de Universidades por @SERTVNOTICIAS. @AsuntosEst @eflorescastro @RusiaGonzalez https://t.co/fgv0iIrfbF,actividades educativas
Conjunto Folklórico de la Vicerrectoría de Asuntos Estudiantiles.@AsuntosEst https://t.co/hy4H0rdB2B,actividades educativas
"RT @UtpDgtc: @utppanama @senacyt @CiudaddelSaber Incia el Taller en el Smart Summer Camp, Robótica Edicativa. https://t.co/8jKZFsFgBF",actividades educativas
RT @ecotvpanama: Estudiantes realizan primera prueba de conocimiento del concurso por la Excelencia Educativa https://t.co/SN8M78AoGG,actividades educativas
"Inicia concurso de oratoria con la participación de la Universidad de Panamá, UTP y UDELAS. https://t.co/BztrJb9FzX",actividades educativas
Prácticas del nuevo conjunto folklórico del Centro Regional Unversitario de Coclé.@eflorescastro https://t.co/Soz9WGBtmk,actividades educativas
Presentes en la inauguración de las Olimpiadas de Robótica Cable Onda 2018 #RobotizateCO https://t.co/qMLSDJrPh6,actividades educativas
"RT @Debate_Abierto: #DebateAbierto ""El ajedrez es una forma de retar la mente de las personas y requiere capacidad de análisis"". Julio Esco…",actividades educativas
RT @iahalman: Felicidades a equipo de ajedrez de primaria escuela Guillermo Endara G. por clasificar para torneo nacional. Éxito muchachos!…,actividades educativas
RT @iahalman: Colaboradores AIG organizan Club de Ajedrez para promoción de habilidades de pensamiento crítico como Responsabilidad Social…,actividades educativas
Sigue el Concurso Zárate en Panamá y está cayendo un torrencial aguacero.,actividades educativas
"Acompañanos al Concurso de Debate Universitario,Hotel Panama 5:00pm",actividades educativas
"Está bien el concurso de oratoria, pero y cuándo uno de debate? Creo que a Panamá le hace falta más gente que debata ideas que oradores.",actividades educativas
#ElPaisDD Más del concurso de debate sobre impacto de las relaciones de China con Panamá que se realiza en el colegio Francisco Beckman.,actividades educativas
En la final del I concurso de debate escolar de Panama. Impresionada con los equipos finalistas! #debateLatrata #OIM,actividades educativas
Primer Concurso Nacional Juvenil de Debate Hoy Hotel Panamá Salon Centenario desde la 5:00 pm @toyconpanama,actividades educativas
"Gratamente sorprendida por seis adolescentes debatiendo sobre el #PactoMundialMigraciones en el I Concurso de Debate Escolar en Panama, incluyendo temas como trata de personas y personas refugiadas #DebateLaTrata",actividades educativas
"Un honor participar en calidad de jurado en la final del concurso de debate “Dr. Humberto Jirón Soto”, Universidad de Panamá. El Dr. Jirón Soto ha sido de los profesores más influyentes en mi crecimiento durante mi carrera de derecho, y como profesional. @EMBAJADORJIRON",actividades educativas
Panamá Oeste gana el concurso Nacional de Debate. http://www.meduca.gob.pa/prensa/Panama_Oeste_gana_concurso_Nacional_Debate …,actividades educativas
#LatinOLPositivo | Más de 120 alumnos participan en el primer concurso de debate de Panamá Oeste. http://www.latinol.com/vidasocial/panama-pacifico-junto-alianza-escolar-panamena-forman-a-los-nuevos-lideres/80473.html …,actividades educativas
Felicidades al Colegio Nuestra Señora de Bethlem (Bethlemitas) ganadores del concurso de debates de la regional Panamá B del Concurso Nacional de Debates organizado por Asociación Panameña de Debate ASPADE realizado hoy en @uippanama,actividades educativas
Que opinas del bsil? — La mejor banda escolar de panama,actividades educativas
"En la Villa de los Santos, cuna de nuestra nacionalidad, la banda escolar toca ""Buscando Visa para un Sueño"" de 4-40. ¿Y el ""Viva Panamá""?",actividades educativas
Mis respetos y admiración a quienes considero la mejor banda de musica escolar de la República de Panamá. http://fb.me/8hhdisG4k,actividades educativas
La banda del IESC es la mejor banda de guerra escolar de Panamá #proud,actividades educativas
Cual es la mejor banda de musica escolar en Panamá?,actividades educativas
imagenes de la mejor banda de musica colegial de Panamá la banda Armando Villa del Instituto Fermín Naudeau,actividades educativas
"Nos da muchísimo gusto recibir a la banda colegial del Instituto Episcopal San Cristobal para El Festival internacional de las bandas sabado sept 8, 5pm en Dominguez High School. Gracias @CofecaOrg por el patrocinio y colaboración! @Meduca_Panama @ComptonUnified @mrmicahali",actividades educativas
#Panamá - Banda colegial panameña estará en el tradicional Desfile de las Rosas http://bit.ly/2C94VHG  vía VozzNews,actividades educativas
"Estudiantes de la Banda de Música Profesor Heberto López del Colegio José Daniel Crespo de Chitré, en California donde representarán a Panamá y latinoamérica en el Desfile de las Rosas.",actividades educativas
"Banda del Colegio Las Esclavas gana Primer Lugar  en categoría banda de Liras y Tambores, premio otorgado por @Meduca_Panama.",actividades educativas
Vía; @CriticaPa Conjunto folclórico de la escuela Santa Familia. #111AñosPanamá #Panamá,actividades educativas
Conjunto folclórico de la Escuela de @RioSereno le dedica a #Panama #MesdelaPatria #Folclore https://instagram.com/p/9oczADttik/,actividades educativas
Huerto Escolar en Panamá 2011,actividades educativas
"Niños de la Escuela de San Pablo Viejo y la Red Territorial de @MIDES_PANAMA Chiriqui, preparan huerto escolar.",actividades educativas
TVN Noticias Niños indígenas de Veraguas se alimentan del huerto escolar http://bit.ly/g7ZTzS #Panama,actividades educativas
"Querer es poder, 11 estudiantes del C. E. El Caraño ubicado en Capira Panamá Oeste, cosechan pepino de su huerto escolar y se preparan para la siembra de  maíz, luego de un trabajo ejemplar con la colaboración de los padres de familia.",actividades educativas
#MIDA supervisa huerto escolar en área de Panamá Oeste.,actividades educativas
Niños Cooperativistas de Majara cosechan arroz de su huerto escolar #Economía #Panamá http://bit.ly/PiGIOS,actividades educativas
#Economía Inician la sexta siembra de huerto escolar en El Chorrillo >http://bit.ly/2tbfvb8,actividades educativas
@IPHEinclusivo de Panamá Oeste prepara huerto escolar sostenible https://youtu.be/0taRLTLwqGI  @mgv2205 @PresidenciaPma @SenadisInfo @Meduca_Panama @MIDES_PANAMA @SomostodosTV @caspanpty @inclusionpanama @BestBuddiesPana @Fundasoycapaz @inclusivepanama @CreciJuntosPma @Senniaf,actividades educativas
MIDA y Caja de Ahorro impulsan Huertos Escolares en Panamá Oeste.,actividades educativas
Inician la sexta siembra de huerto escolar en El Chorrillo - La Estrella de Panamá http://ow.ly/hsNh50cK26j,actividades educativas
"Esta mañana se dio inicio a las labores en el huerto de la escuela de El Higo de Cochea, provincia de Chiriquí, beneficiario del programa @MIDAPANAMA, @CajadeAhorrosPA y @Meduca_Panama donde participan estudiantes desde primer a sexto grado.",actividades educativas
Buenos dias escuela primaria Republica de Guatemala viajando a Taylandia para participar en feria robotica ya que fueron uno de los ganadores aca en Panamá,actividades educativas
"Panamá Norte presente en la feria científica con la participación de la escuela C. E. B. G. Presidente Roosevelt. Proyectos de Robótica de reciclaje escolar, e Implementación robótica escolar.",actividades educativas
"La Escuela Bilingüe Moisés, de Ciudad Radial, Juan Díaz, recibió de la Fundación Nacional para el Desarrollo de las STEM (Fundesteam), sets de laboratorio de Robótica Educativa que beneficiará a su población estudiantil de más de 400 alumnos. #radiomiapanama #noticias #panama #rd",actividades educativas
"Le deseamos mucho éxito a los estudiantes de la escuela Howard Academy, quienes hoy parten a EE.UU. para representar a Panamá en el Campeonato Mundial de Robótica @VEXRobotics #VamosPanamá",actividades educativas
#Nacionales Inicia plan piloto de robótica educativa en escuela de Panamá Viejo http://bit.ly/2vYxc3O,actividades educativas
Robótica para escuela pública de Panamá,actividades educativas
Panama: Taller de Robótica en la Escuela Victoriano Lorenzo http://goo.gl/CKYlQY,actividades educativas
Entrega oficial de Laboratorio de #Robotica a escuela #SaraSotillo en Panamá Viejo. Cambiando la educación en #Panama,actividades educativas
ESCUELA EN ANTON RECIBE ROBÓTICA EDUCATIVA EN COLABORACIÓN CON FORD FUND Y FONDO UNIDO PANAMÁ,actividades educativas
